date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Apr%202025%2010:12:22%20GMT	https://itindeedtheme.com//templates/cityboard/index.html	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/index.html	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:22	3824/3824	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:58%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/logo2.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/logo2.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Apr%202025%2010:12:23%20GMT	https://itindeedtheme.com//templates/cityboard/about%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20-us.html	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/about%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20-us.html	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Apr%202025%2010:12:23%20GMT	https://itindeedtheme.com//templates/cityboard/Service.html	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/Service-2.html	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Apr%202025%2010:12:23%20GMT	https://itindeedtheme.com//templates/cityboard/Faq.html	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/Faq.html	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Apr%202025%2010:12:24%20GMT	https://itindeedtheme.com//templates/cityboard/blog-details.html	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/blog-details.html	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Apr%202025%2010:12:24%20GMT	https://itindeedtheme.com//templates/cityboard/blog-details.html	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/blog-details.html	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:24	285231/285231	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:54%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/billboard1.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/billboard1.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:25	316468/316468	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/billboard3.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/billboard3.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:25	295486/295486	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:54%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/billboard2.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/billboard2.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:25	8057/8057	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:58%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/teer.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/teer.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:26	6121/6121	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:58%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/star.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/star.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:26	457396/457396	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/chooseImg.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/chooseImg.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:27	782876/782876	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/billbord3.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/billbord3.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:27	518599/518599	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/billbord.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/billbord.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:27	1251626/1251626	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/billbord2.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/billbord2.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:28	2073/2073	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/company1.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/company1.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:28	1933/1933	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/company2.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/company2.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:28	342071/342071	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/billbord4.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/billbord4.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:28	2313/2313	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/company3.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/company3.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:28	2539/2539	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/company4.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/company4.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:29	1690/1690	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/company5.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/company5.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:29	241692/241692	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2004:57:56%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/business-banner.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/business-banner.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:29	191444/191444	---M--	200	added ('OK')	image/png	date:Fri,%2031%20May%202024%2015:52:50%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/hm12.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/hm12.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:29	225611/225611	---M--	200	added ('OK')	image/png	date:Fri,%2031%20May%202024%2015:52:40%20GMT	https://itindeedtheme.com//templates/cityboard/assets/images/hm13.png	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/images/hm13.png	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:29	87533/87533	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:06%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/jquery.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/jquery.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:30	60577/60577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:04%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/bootstrap.bundle.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/bootstrap.bundle.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:30	6639/6639	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:06%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/lity.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/lity.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:30	71157/71157	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:06%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/gsap.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/gsap.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:30	37242/37242	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:08%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/locomotive-scroll.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/locomotive-scroll.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:31	15590/15590	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:10%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/SplitText.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/SplitText.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:31	5716/5716	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:10%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/marquee.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/marquee.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:31	148487/148487	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:10%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/swiper-bundle.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/swiper-bundle.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:31	2856/2856	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:04%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/appear.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/appear.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:31	10264/10264	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20May%202024%2004:58:10%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/odometer.min.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/odometer.min.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:32	8247/8247	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2022%20Jun%202024%2003:32:22%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/script.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/script.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:32	4388/4388	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2022%20Jun%202024%2001:49:06%20GMT	https://itindeedtheme.com//templates/cityboard/assets/js/allScript.js	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/js/allScript.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:33	14239/14239	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2009%20Apr%202025%2022:46:05%20GMT	https://unpkg.com/aos@2.3.1/dist/aos.js	D:/html%20and%20css%20,%20bootstrap/cityboard/unpkg.com/aos@2.3.1/dist/aos.js	(from https://itindeedtheme.com//templates/cityboard/homepage1.html)
15:42:33	117852/117852	---M--	200	added ('OK')	font/woff2	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-brands-400.woff2	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-brands-400.woff2	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:34	25392/25392	---M--	200	added ('OK')	font/woff2	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-regular-400.woff2	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-regular-400.woff2	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:34	209128/209128	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-brands-400.ttf	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-brands-400.ttf	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:34	67860/67860	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-regular-400.ttf	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-regular-400.ttf	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:35	156400/156400	---M--	200	added ('OK')	font/woff2	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-solid-900.woff2	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-solid-900.woff2	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:35	420332/420332	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-solid-900.ttf	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-solid-900.ttf	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:35	4792/4792	---M--	200	added ('OK')	font/woff2	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-v4compatibility.woff2	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-v4compatibility.woff2	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:35	10832/10832	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2002%20Apr%202024%2008:32:48%20GMT	https://itindeedtheme.com//templates/cityboard/assets/webfonts/fa-v4compatibility.ttf	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/webfonts/fa-v4compatibility.ttf	(from https://itindeedtheme.com//templates/cityboard/assets/css/all.min.css)
15:42:36	14172/14172	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2022%20May%202024%2000:46:44%20GMT	https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.eot?1716353204517	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/fonts/iconly5386.eot	(from https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.css)
15:42:36	14172/14172	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2022%20May%202024%2000:46:44%20GMT	https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.eot?	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/fonts/iconlyd41d.eot	(from https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.css)
15:42:36	7660/7660	---M--	200	added ('OK')	font/woff2	date:Wed,%2022%20May%202024%2000:46:44%20GMT	https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.woff2?1716353204517	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/fonts/iconly5386.woff2	(from https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.css)
15:42:36	8992/8992	---M--	200	added ('OK')	font/woff	date:Wed,%2022%20May%202024%2000:46:44%20GMT	https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.woff?1716353204517	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/fonts/iconly5386.woff	(from https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.css)
15:42:36	14012/14012	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2022%20May%202024%2000:46:44%20GMT	https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.ttf?1716353204517	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/fonts/iconly5386.ttf	(from https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.css)
15:42:37	276685/276685	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2022%20May%202024%2000:46:44%20GMT	https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.svg?1716353204517	D:/html%20and%20css%20,%20bootstrap/cityboard/itindeedtheme.com/templates/cityboard/assets/fonts/iconly5386.svg	(from https://itindeedtheme.com//templates/cityboard/assets/fonts/iconly.css)
